pgn,name
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 O-O c5 cxd5 Nxd5 Nc3 Nc6,"English Opening, Agincourt Defense, Keres Defense"
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 O-O,"English Opening, Agincourt Defense, Neo-Catalan Declined"
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 O-O O-O b3,"English Opening, Agincourt Defense, Neo-Catalan Declined"
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 c4 O-O b3 c5,"English Opening, Agincourt Defense, Neo-Catalan Declined"
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 c4 O-O b3 c5 e3,"English Opening, Agincourt Defense, Neo-Catalan Declined"
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 c4 O-O b3 c5 e3 d4,"English Opening, Agincourt Defense, Neo-Catalan Declined"
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 c4 O-O b3 c5 e3 Nc6,"English Opening, Agincourt Defense, Neo-Catalan Declined"
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 b3,"English Opening, Agincourt Defense, Neo-Catalan Declined, Early b3"
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 b3 b6,"English Opening, Agincourt Defense, Neo-Catalan Declined, Early b3"
c4 e6 Nf3 d5 g3 Nf6 Bg2 Be7 b3 c5,"English Opening, Agincourt Defense, Neo-Catalan Declined, Early b3"
Nf3 d5 c4 c6 g3 Nf6 Bg2 e6 b3 Be7 Bb2,"Réti Opening, Anglo-Slav Variation"
Nf3 d5 c4 e6 g3 Nf6 Bg2 Be7 O-O O-O b3 c6 Bb2,"Réti Opening, Anglo-Slav Variation, Bogoljubow Variation, Stonewall Line"
c4 Nf6,"English Opening, Anglo-Indian Defense"
c4 Nf6 Nc3 g6 Nf3 Bg7 e4,"English Opening, Anglo-Indian Defense, Anti-Anti-Grünfeld"
c4 Nf6 Nf3 g6 g3 d5,"English Opening, Anglo-Indian Defense, Grünfeld Formation"
c4 Nf6 Nf3 g6,"English Opening, Anglo-Indian Defense, King's Indian Formation"
c4 Nf6 Nf3 g6 g3 b6 Bg2 Bb7,"English Opening, Anglo-Indian Defense, King's Indian Formation, Double Fianchetto"
c4 Nf6 Nf3,"English Opening, Anglo-Indian Defense, King's Knight Variation"
c4 Nf6 Nf3 d6,"English Opening, Anglo-Indian Defense, Old Indian Formation"
c4 Nf6 Nf3 b6,"English Opening, Anglo-Indian Defense, Queen's Indian Formation"
c4 e6 Nf3 Nf6 g3 b6 Bg2 Bb7,"English Opening, Anglo-Indian Defense, Queen's Indian Formation"
c4 e6 Nf3 Nf6 g3 a6,"English Opening, Anglo-Indian Defense, Romanishin Variation"
c4 Nf6 Nf3 d5,"English Opening, Anglo-Indian Defense, Scandinavian Defense"
c4 Nf6 Nf3 d5 cxd5 Nxd5,"English Opening, Anglo-Indian Defense, Scandinavian Defense, Exchange Variation"
c4 Nf6 Nf3 g6 g3 c6,"English Opening, Anglo-Indian Defense, Slav Formation"
c4 Nf6 b4,English Orangutan
c4 Nf6 Nf3 g6 b4,English Orangutan
c4 Nf6 Nc3 d5,"English Opening, Anglo-Grünfeld Defense"
c4 Nf6 Nc3 d5 cxd5 Nxd5 Nf3 g6 g3 Bg7 Bg2 e5,"English Opening, Anglo-Grünfeld Defense, Korchnoi Variation"
c4 Nf6 Nc3 d5 cxd5 Nxd5 Nf3,"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation"
c4 Nf6 Nc3 d5 cxd5 Nxd5 Nf3 g6,"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation"
c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 g6 Bg2 Nb6,"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation"
c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 g6 Bg2 Nxc3,"English Opening, Anglo-Indian Defense, Anglo-Grünfeld Variation"
c4 Nf6 Nc3,"English Opening, Anglo-Indian Defense, Queen's Knight Variation"
c4 Nf6 Nc3 d5 cxd5 Nxd5 Nf3 c5 e3 e6,"English Opening, Anglo-Indian Defense"
c4 Nf6 Nc3 e6,"English Opening, Anglo-Indian Defense, Hedgehog System"
c4 Nf6 Nc3 e6 Nf3 Bb4,"English Opening, Anglo-Indian Defense, Nimzo-English"
c4 e6 Nc3 Nf6 Nf3 b6,"English Opening, Anglo-Indian Defense, Queen's Indian Formation"
c4 e6 Nc3 Nf6 Nf3 b6 e4 Bb7 Bd3,"English Opening, Anglo-Indian Defense, Queen's Indian Variation"
c4 e6 Nc3 Nf6 Nf3 Bb4 g4,"English Opening, Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack"
c4 e6 Nc3 Nf6 e4,"English Opening, Mikenas-Carls Variation"
c4 e6 Nc3 Nf6 e4 Nc6,"English Opening, Mikenas-Carls Variation"
c4 e6 Nc3 Nf6 e4 d5 e5,"English Opening, Mikenas-Carls Variation"
c4 e6 Nc3 Nf6 e4 c5 e5 Ng8,"English Opening, Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit"
c4 e6 Nc3 Nf6 e4 c5,"English Opening, Mikenas-Carls, Sicilian"
c4 e5 g3 h5,"English Opening, Drill Variation"
c4 e5,"English Opening, King's English Variation"
c4 e5 e3 Nf6 f4 exf4 Nf3,"English Opening, King's English Variation, Kahiko-Hula Gambit"
c4 e5 Nf3,"English Opening, King's English Variation, Nimzowitsch Variation"
c4 e5 Nf3 e4,"English Opening, King's English Variation, Nimzowitsch-Flohr Variation"
c4 e5 Nc3 d6 Nf3,"English Opening, King's English Variation"
c4 e5 Nc3 d6 g3 c6,"English Opening, King's English Variation, Keres Defense"
c4 e5 Nc3 Bb4,"English Opening, King's English Variation, Kramnik-Shirov Counterattack"
c4 e5 Nc3,"English Opening, King's English Variation, Reversed Sicilian"
c4 e5 Nc3 d6 Nf3 Bg4,"English Opening, King's English Variation, Smyslov Defense"
c4 e5 Nc3 Nc6 g3 d6 Bg2 Be6,"English Opening, King's English Variation, Troger Defense"
c4 e5 Nc3 Nf6 g3,"English Opening, Carls-Bremen System"
c4 e5 Nc3 Nf6 Nf3 e4 Ng5 c6,"English Opening, King's English Variation, Adhiban Gambit"
c4 e5 Nc3 Nf6 Nf3 e4 Ng5 b5,"English Opening, King's English Variation, Bellon Gambit"
c4 e5 Nc3 Nf6,"English Opening, King's English Variation, Two Knights Variation"
c4 e5 Nc3 Nf6 g3 d5,"English Opening, King's English Variation, Two Knights Variation, Reversed Dragon"
c4 e5 Nc3 Nf6 g3 Bb4,"English Opening, King's English Variation, Two Knights Variation, Smyslov System"
c4 e5 Nc3 Nf6 Nf3 e4 Ng5 Ng4,"English Opening, King's English, Erbenheimer Gambit"
c4 e5 Nc3 Nf6 f4,"English Opening, King's English, Mazedonisch"
c4 e5 Nc3 Nf6 g3 c6,"English Opening, King's English Variation, Two Knights Variation, Keres Variation"
c4 e5 Nc3 Nf6 g3 Bc5 Bg2 c6,"English Opening, King's English Variation, Two Knights Variation, Keres Variation"
c4 e5 Nc3 Nf6 g3 g6,"English Opening, King's English Variation, Two Knights Variation, Fianchetto Line"
c4 e5 Nc3 Nc6 g3 g6 Rb1 Nh6 Bg2 Bg7,"English Opening, Closed, Taimanov Variation"
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 d6 Nge2 Nh6,"English Opening, Closed, Taimanov Variation"
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 d6 Nge2 Be6,"English Opening, King's English Variation, Bremen-Hort Variation"
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3,"English Opening, King's English Variation, Closed System"
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 Rb1,"English Opening, King's English Variation, Hungarian Attack"
c4 e5 Nc3 Nc6,"English Opening, King's English Variation, Reversed Closed Sicilian"
c4 e5 g3 Nf6 Bg2 Nc6 Nc3 Bb4 Nd5,"English Opening, King's English Variation, Reversed Closed Sicilian"
c4 e5 g3 Nf6 Bg2 Nc6 Nc3 Bb4 e4 d6 Nge2,"English Opening, King's English Variation, Reversed Closed Sicilian"
c4 e5 g3 Nf6 Bg2 Nc6 Nc3 Bb4 e4 d6 Nge2 Bg4,"English Opening, King's English Variation, Reversed Closed Sicilian"
c4 e5 Nc3 Nf6 g3 Bb4 e4 O-O Nge2 Nc6 Bg2,"English Opening, King's English Variation, Reversed Closed Sicilian"
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7,"English Opening, King's English Variation, Taimanov Variation"
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 e4,"English Opening, King's English Variation, Botvinnik System"
c4 e5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6,"English Opening, King's English Variation, Closed System, Full Symmetry"
c4 e5 Nc3 Nc6 Nf3,"English Opening, King's English Variation, Three Knights System"
c4 e5 Nc3 Nf6 Nf3 Nc6 e4,"English Opening, Four Knights System, Nimzowitsch Variation"
c4 e5 Nc3 Nf6 Nf3 Nc6,"English Opening, King's English Variation, Four Knights Variation"
c4 e5 Nc3 Nf6 Nf3 Nc6 d4 exd4 Nxd4 Bb4 Bg5 h6 Bh4 Bxc3+ bxc3 Ne5,"English Opening, King's English Variation, Four Knights Variation"
c4 e5 Nc3 Nf6 Nf3 Nc6 d4 e4,"English Opening, King's English Variation, Four Knights Variation, Bradley Beach Variation"
c4 e5 Nc3 Nf6 Nf3 Nc6 d3,"English Opening, King's English Variation, Four Knights Variation, Flexible Line"
c4 e5 Nc3 Nf6 Nf3 Nc6 a3,"English Opening, King's English Variation, Four Knights Variation, Korchnoi Line"
c4 e5 Nc3 Nf6 Nf3 Nc6 e3,"English Opening, King's English Variation, Four Knights Variation, Quiet Line"
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Bb4 Qc2 Bxc3,"English Opening, King's English Variation, Four Knights Variation, Quiet Line"
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Bb4 Qc2 O-O Nd5 Re8 Qf5,"English Opening, King's English Variation, Four Knights Variation, Quiet Line"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Bg2 Bxc3 dxc3 d6 O-O O-O,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line"
c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nf3 Nc6,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line"
c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nf3 Nc6 d3,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line"
c4 e5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nf3 Nc6 d3 Be7 O-O O-O,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line"
c4 e5 Nc3 Nf6 g3 Bb4 Bg2 O-O Nf3 Re8 O-O e4 Nd4 Nc6,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, Delayed .. Nc6"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bc5 d3 d6 Bg2,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, with .. d6"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bc5 d3 d6 Bg2 O-O O-O,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, with .. d6"
c4 e5 Nc3 Nf6 g3 Nc6 Bg2 d6 d3 Be7 Nf3 O-O,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, with .. d6, Be7"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bc5 d3 d6 Bg2 a6,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, with .. d6, a6"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bc5 d3 d6 Bg2 h6,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, with .. d6, h6"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Bc5,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, with Bc5"
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Nb6,"English Opening, King's English Variation, Four Knights Variation, Fianchetto Line, with Nb6"
c4 c5,"English Opening, Symmetrical Variation"
c4 c5 Nf3,"English Opening, Symmetrical Variation"
c4 e6 Nf3 Nf6 Nc3 c5 g3 b6 Bg2 Bb7 O-O Be7,"English Opening, Symmetrical Variation, Hedgehog Defense"
c4 c5 Nf3 Nf6 b4,"English Opening, Symmetrical Variation, Napolitano Gambit"
c4 e6 Nf3 c5 Nc3 Nf6 g3 b6 Bg2 Bb7 O-O Be7 d4 cxd4 Qxd4 d6 Rd1 a6 b3 Nbd7,"English Opening, Symmetrical, Hedgehog, Flexible Formation"
c4 c5 b4,"English Opening, Wing Gambit"
c4 Nf6 d4 c5 Nf3,"English Opening, Symmetrical Variation, Anti-Benoni Variation"
c4 e6 d4 c5 Nf3 cxd4 Nxd4 Nf6,"English Opening, Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense"
c4 e6 Nf3 Nf6 Nc3 c5 d4 Nc6 g3 cxd4 Nxd4 Qb6,"English Opening, Symmetrical Variation, Anti-Benoni Variation, Geller Variation"
c4 e6 Nf3 Nf6 Nc3 c5 d4 cxd4 Nxd4 Nc6,"English Opening, Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense"
c4 c5 Nf3 Nf6 Nc3 Nc6 g3 d5 d4 cxd4,"English Opening, Symmetrical Variation"
c4 Nf6 Nc3 c5 g3,"English Opening, Symmetrical Variation, Fianchetto Variation"
c4 c5 Nc3,"English Opening, Symmetrical Variation, Normal Variation"
c4 Nf6 Nc3 c5 g3 d5 cxd5 Nxd5 Bg2 Nc7,"English Opening, Symmetrical Variation, Rubinstein Variation"
c4 c5 Nf3 Nf6 Nc3 d5 cxd5 Nxd5 g3 Nc6 Bg2 Nc7,"English Opening, Symmetrical Variation, Rubinstein Variation"
c4 c5 Nc3 Nf6 Nf3,"English Opening, Symmetrical Variation, Three Knights Variation"
c4 c5 Nc3 Nf6 Nf3 e5,"English Opening, Symmetrical Variation"
c4 c5 Nf3 Nf6 Nc3 Nc6,"English Opening, Symmetrical Variation, Four Knights Variation"
c4 c5 Nf3 Nf6 Nc3 Nc6 g3 e6,"English Opening, Symmetrical Variation, Four Knights Variation, Keres-Parma System"
c4 c5 Nc3 Nc6,"English Opening, Symmetrical Variation, Two Knights Variation"
c4 c5 e4 Nc6 Nc3 g6 g3 Bg7 Bg2,"English Opening, Symmetrical Variation, Botvinnik System"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 e5,"English Opening, Symmetrical Variation, Botvinnik System Reversed, with e3"
c4 c5 Nc3 Nc6 g3,"English Opening, Symmetrical Variation, Two Knights, Fianchetto Variation"
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6,"English Opening, Symmetrical Variation, Ultra-Symmetrical Variation"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 e5,"English Opening, Symmetrical Variation, Botvinnik System Reversed, with Nf3"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 e5 O-O d6,"English Opening, Symmetrical Variation, Botvinnik System Reversed, with Nf3"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 e5 O-O Nge7,"English Opening, Symmetrical Variation, Botvinnik System Reversed, with Nf3"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 e5 O-O Nge7 a3,"English Opening, Symmetrical Variation, Botvinnik System Reversed, with Nf3"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 e5 O-O Nge7 d3,"English Opening, Symmetrical Variation, Botvinnik System Reversed, with Nf3"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 e5 O-O Nge7 d3 d6,"English Opening, Symmetrical Variation, Botvinnik System Reversed, with Nf3"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3,"English Opening, Symmetrical Variation, Three Knights, Fianchetto Variation"
c4 c5 Nf3 Nc6 g3 g6 Bg2 Bg7 O-O d6 Nc3,"English Opening, Symmetrical Variation, Three Knights, Fianchetto Variation"
c4 c5 Nf3 Nc6 g3 g6 Bg2 Bg7 O-O e6 Nc3,"English Opening, Symmetrical Variation, Three Knights, Fianchetto Variation"
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 Nf3 Nf6 O-O O-O b3,"English Opening, Symmetrical Variation, Double Fianchetto"
c4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O c5 Nc3 Nc6 d3,"English Opening, Symmetrical Variation, Duchamp Variation"
c4 Nf6 Nf3 c5 Nc3 Nc6 g3 g6 Bg2 Bg7,"English Opening, Symmetrical Variation, Full Symmetry Line"
c4 Nf6 Nf3 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 O-O O-O d4,"English Opening, Symmetrical Variation, Mecking Variation"
d4 Na6,Australian Defense
d4 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 g6 e4 Bg7 Nf3 Ne7,"Benoni Defense, Franco-Sicilian Hybrid"
d4 g5,"Borg Defense, Borg Gambit"
d4 g6 Nf3 Bg7 e3 c5 Bd3 Qa5+,"Colle System, Pterodactyl Variation"
d4 g6 Nf3 Bg7 e3 c5 Bd3 cxd4 Nxd4 Qa5+,"Colle System, Siroccopteryx Variation"
d4 b6,English Defense
d4 e6 c4 b6,English Defense
d4 b6 c4 Bb7 Nc3 e5,"English Defense, Eastbourne Gambit"
c4 e6 d4 b6 Nc3 Bb7 e4 f5 exf5 Nf6,"English Defense, Hartlaub Gambit Accepted"
c4 e6 d4 b6 Nc3 Bb7 e4 f5 d5,"English Defense, Hartlaub Gambit Declined"
d4 e6 c4 b6 e4 Bb7 Bd3 Nc6,"English Defense, Perrin Variation"
d4 e6 c4 b6 e4 Bb7 f3 f5 exf5 Nh6,"English Defense, Poli Gambit"
d4 e5,Englund Gambit
d4 e5 d5,Englund Gambit Declined
d4 e5 d5 Bc5 e4 Qh4,"Englund Gambit Declined, Diemer Counterattack"
d4 e5 Nf3,"Englund Gambit Declined, Reversed Alekhine"
d4 e5 Nf3 e4 Ng1,"Englund Gambit Declined, Reversed Brooklyn"
d4 e5 e3,"Englund Gambit Declined, Reversed French"
d4 e5 Nf3 e4,"Englund Gambit Declined, Reversed Krebs"
d4 e5 Nf3 e4 Ne5,"Englund Gambit Declined, Reversed Mokele Mbembe"
d4 e5 dxe5 Nc6 Nf3 Bc5,"Englund Gambit, Felbecker Gambit"
d4 e5 dxe5 d6,"Englund Gambit, Hartlaub-Charlick Gambit"
d4 e5 dxe5 Nc6 Nf3 Qe7,"Englund Gambit, Main Line"
d4 e5 dxe5 Qh4,"Englund Gambit, Mosquito Gambit"
d4 e5 dxe5 f6,"Englund Gambit, Soller Gambit"
d4 e5 dxe5 Nc6 Nf3 f6,"Englund Gambit, Soller Gambit Deferred"
d4 e5 dxe5 Nc6 Nf3 Qe7 Qd5,"Englund Gambit, Stockholm Variation"
d4 e5 dxe5 Nc6 Nf3 Nge7,"Englund Gambit, Zilbermints Gambit"
d4 e6,Horwitz Defense
d4 e6 c4 e5,"Horwitz Defense, Zilbermints Gambit"
d4 e6 c4 Bb4+,Kangaroo Defense
d4 e6 c4 Bb4+ Nc3,"Kangaroo Defense, Keres Defense, Transpositional Variation"
d4 Nc6,Mikenas Defense
d4 Nc6 c4 e5 d5 Nd4,"Mikenas Defense, Cannstatter Variation"
d4 Nc6 c4 e5 d5 Nce7,"Mikenas Defense, Lithuanian Variation"
d4 Nc6 c4 e5 dxe5 Nxe5 Nc3 Nxc4,"Mikenas Defense, Pozarek Gambit"
d4 g6 c4 Bg7 Nc3 c5 d5 Bxc3+ bxc3 f5,"Modern Defense, Beefeater Variation"
d4 g6 h4 Nf6 h5,"Modern Defense, Lizard Defense, Pirc-Diemer Gambit"
d4 Nc6 d5 Nb8,Montevideo Defense
d4 b5,Polish Defense
d4 b5 e4 Bb7 Bxb5,"Polish Defense, Spassky Gambit Accepted"
d4 g6 c4 Bg7 Nc3 c5 d5 d6 e4 Bxc3+ bxc3 Qa5,"Pterodactyl Defense, Central, Benoni Beefeater Pterodactyl"
d4 g6 c4 Bg7 e4 c5 d5 Qa5+,"Pterodactyl Defense, Central, Benoni Pterodactyl"
d4 g6 c4 Bg7 Nc3 c5 d5 Qa5,"Pterodactyl Defense, Fianchetto, Queen Benoni Pterodactyl"
d4 g6 c4 Bg7 Nc3 c5 d5 Bxc3+ bxc3 Qa5,"Pterodactyl Defense, Fianchetto, Queen Pteranodon"
d4 g6 Nf3 Bg7 g3 c5 Bg2 Qa5+,"Pterodactyl Defense, Fianchetto, Queen Pterodactyl"
d4 g6 c4 Bg7 Nc3 c5 e3,"Pterodactyl Defense, Queen Pterodactyl, Quiet Line"
d4,Queen's Pawn Game
d4 c6 c4 d6,"Queen's Pawn Game, Anglo-Slav Opening"
d4 g6,"Queen's Pawn Game, Modern Defense"
d4 c6 Nf3 Nf6 c4 b5,"Slav Indian, Kudischewitsch Gambit"
d4 Nc6 d5 Nb8 e4 Nf6 e5 Ng8,Zaire Defense
d4 g6 c4 Bg7 Nc3 d6,Modern Defense
d4 g6 c4 Bg7 e4 e5,"Modern Defense, Neo-Modern Defense"
d4 d6 c4,Old Indian Defense
d4 d6,Queen's Pawn Game
d4 d6 Nf3 g6,"Queen's Pawn Game, Rossolimo Variation"
d4 d6 c4 e5,"Rat Defense, English Rat"
d4 d6 c4 e5 dxe5 Nc6,"Rat Defense, English Rat, Lisbon Gambit"
d4 d6 c4 e5 dxe5 Be6,"Rat Defense, English Rat, Pounds Gambit"
d4 d6 Nf3 g6 c4 Bg7 e4 Bg4,"Robatsch Defense, Rossolimo Variation"
d4 d6 Nf3 Bg4,Wade Defense
d4 d6 Nf3 Bg4 c4 Nd7 Qb3 Rb8,"Zukertort Opening, Wade Defense, Chigorin Plan"
d4 g6 c4 Bg7 Nc3 d6 e4,"Modern Defense, Averbakh System"
d4 g6 c4 Bg7 e4 d6 Be3 Nf6 f3,"Modern Defense, Averbakh Variation, Pseudo-Sämisch"
d4 g6 c4 Bg7 Nc3 d6 e4 Nc6,"Modern Defense, Kotov Variation"
d4 g6 c4 Bg7 Nc3 d6 e4 f5,"Modern Defense, Randspringer Variation"
Nf3 c5 c4 g6 d4 Bg7 e4 Qa5+ Nc3 d6,Pterodactyl Defense
d4 g6 c4 Bg7 e4 d6 Nc3 c5 Nge2 Qa5,"Pterodactyl Defense, Central, Bogolubovia"
d4 c5 dxc5,"Benoni Defense, Benoni Gambit Accepted"
d4 c5 dxc5 Na6,"Benoni Defense, Benoni Gambit, Schlenker Defense"
d4 c5 d5 Nf6,"Benoni Defense, Benoni-Indian Defense"
d4 c5 d5 Nf6 Nf3,"Benoni Defense, Benoni-Indian Defense, Kingside Move Order"
d4 c5 d5 f5 e4,"Benoni Defense, Benoni-Staunton Gambit"
d4 c5 dxc5 b6,"Benoni Defense, Cormorant Gambit"
e4 e6 d4 c5 d5,"Benoni Defense, French Benoni"
d4 Nf6 Nf3 c5 d5 c4,"Benoni Defense, Hawk Variation"
d4 c5,"Benoni Defense, Old Benoni"
d4 c5 d5,"Benoni Defense, Old Benoni"
d4 c5 d5 d6,"Benoni Defense, Old Benoni"
d4 c5 d5 f5,"Benoni Defense, Old Benoni, Mujannah Formation"
d4 c5 d5 d6 Nc3 g6,"Benoni Defense, Old Benoni, Schmid Variation"
d4 c5 d5 Na6,"Benoni Defense, Snail Variation"
d4 c5 d5 Nf6 Nc3 Qa5,"Benoni Defense, Woozle"
d4 c5 b4,"Benoni Defense, Zilbermints-Benoni Gambit"
d4 c5 Nf3 cxd4 b4,"Benoni Defense, Zilbermints-Benoni Gambit"
d4 c5 Nf3 cxd4 b4 e5,"Benoni Defense, Zilbermints-Benoni Gambit, Tamarkin Countergambit"
d4 Nf6 Nf3 c5 d5 b5,"Indian Defense, Pseudo-Benko"
d4 c5 c4 cxd4 e3,"Queen's Pawn Game, Liedmann Gambit"
d4 c5 d5 e5,"Benoni Defense, Old Benoni"
d4 c5 d5 e5 e4 d6,"Benoni Defense, Semi-Benoni"
d4 Nf6 Nc3 d5 Qd3,"Amazon Attack, Siberian Attack"
d4 Nf6 b3,Basque Opening
d4 Nf6 f4,Canard Opening
d4 Nf6,Indian Defense
d4 Nf6 Bf4,"Indian Defense, Accelerated London System"
d4 Nf6 f3 d5 g4,"Indian Defense, Gedult Attack"
d4 Nf6 g4,"Indian Defense, Gibbins-Weidenhagen Gambit"
d4 Nf6 g4 Nxg4,"Indian Defense, Gibbins-Weidenhagen Gambit Accepted"
d4 Nf6 g4 Nxg4 f3 Nf6 e4,"Indian Defense, Gibbins-Weidenhagen Gambit, Maltese Falcon"
d4 Nf6 g4 e5,"Indian Defense, Gibbins-Weidenhagen Gambit, Oshima Defense"
d4 Nf6 g4 Nxg4 e4 d6 Be2 Nf6 Nc3,"Indian Defense, Gibbins-Weidenhagen Gambit, Stummer Gambit"
d4 Nf6 Nd2 e5,"Indian Defense, Lazard Gambit"
d4 Nf6 Nc3 e5,"Indian Defense, Maddigan Gambit"
d4 Nf6 e4,"Indian Defense, Omega Gambit"
d4 Nf6 e4 Nxe4 Bd3 Nf6 Bg5,"Indian Defense, Omega Gambit, Arafat Gambit"
d4 Nf6 f3 d5 e4,"Indian Defense, Paleface Attack, Blackmar-Diemer Gambit Deferred"
d4 Nf6 d5,"Indian Defense, Pawn Push Variation"
d4 Nf6 Nc3 c5,"Indian Defense, Reversed Chigorin Defense"
d4 Nf6 g3,"Indian Defense, Tartakower Attack"
d4 Nf6 f3,Paleface Attack
d4 Nf6 Nc3 d5,"Queen's Pawn Game, Chigorin Variation"
d4 Nf6 f3 d5 Nc3,"Queen's Pawn Game, Veresov, Richter Attack"
d4 Nf6 Bg5,Trompowsky Attack
d4 Nf6 Bg5 Ne4 Bf4 g5,"Trompowsky Attack, Borg Variation"
d4 Nf6 Bg5 e6,"Trompowsky Attack, Classical Defense"
d4 Nf6 Bg5 e6 e4,"Trompowsky Attack, Classical Defense, Big Center Variation"
d4 Nf6 Bg5 Ne4 Bh4,"Trompowsky Attack, Edge Variation"
d4 Nf6 Bg5 Ne4 Bh4 c6 Nd2 Qa5 c3 Nxd2 Qxd2 d5 e4,"Trompowsky Attack, Edge Variation, Hergert Gambit"
d4 Nf6 Bg5 Ne4 Bh4 d5 f3 Nf6 Nc3 Bf5 e4,"Trompowsky Attack, Edge Variation, Hergert Gambit"
d4 Nf6 Bg5 c5 d5 Qb6 Nc3,"Trompowsky Attack, Poisoned Pawn Variation"
d4 Nf6 Bg5 Ne4 h4,"Trompowsky Attack, Raptor Variation"
d4 Nf6 Bg5 Ne4 h4 Nxg5 hxg5 e5,"Trompowsky Attack, Raptor Variation, Hergert Gambit"
d4 Nf6 Nf3 Ne4,Döry Defense
d4 Nf6 Nf3 c6,"Indian Defense, Czech-Indian"
d4 Nf6 Nf3,"Indian Defense, Knights Variation"
d4 Nf6 Nf3 a6,"Indian Defense, Knights Variation, Alburt-Miles Variation"
d4 Nf6 Nf3 e6 Bf4,"Indian Defense, London System"
d4 Nf6 Nf3 b5,"Indian Defense, Polish Variation"
d4 Nf6 Nf3 c5,"Indian Defense, Spielmann-Indian"
d4 Nf6 Nf3 d6,"Indian Defense, Wade-Tartakower Defense"
